Entrez Gene IDA	Symbol A	Entrez Gene IDB	Symbol B
55388	MCM10	22981	KIAA0980
55388	MCM10	23099	ZNF297B
55388	MCM10	29911	HOOK2
55503	TRPV6	4188	MDFI
55531	ELMOD1	54974	ICF45
55565	LOC55565	11007	DIPA
55577	NAGK	1602	DACH1
55577	NAGK	55577	NAGK
55621	FLJ20244	4110	MAGEA11
55632	KIAA1333	11180	WDR6
55658	RNF126	7321	UBE2D1
55658	RNF126	7323	UBE2D3
55658	RNF126	9491	PSMF1
55658	RNF126	51619	UBE2D4
55662	HIF1AN	27130	INVS
55663	FLJ20626	7572	ZNF24
55663	FLJ20626	7718	ZNF165
55663	FLJ20626	7746	ZNF193
55663	FLJ20626	7775	ZNF232
55663	FLJ20626	10127	ZNF263
55663	FLJ20626	51684	SUFU
55663	FLJ20626	54925	ZNF434
55670	PEX26	51684	SUFU
55684	C9orf86	4188	MDFI
55684	C9orf86	10241	NDP52
55684	C9orf86	11030	RBPMS
55698	FLJ10324	4110	MAGEA11
55698	FLJ10324	9814	SFI1
55707	NECAP2	163	AP2B1
55707	NECAP2	5359	PLSCR1
55707	NECAP2	7186	TRAF2
55707	NECAP2	9111	NMI
55713	ZNF334	23582	CCNDBP1
55722	Cep72	3507	IGHM
55722	Cep72	5108	PCM1
55722	Cep72	7704	ZBTB16
55722	Cep72	9729	KIAA0408
55722	Cep72	9825	SPATA2
55722	Cep72	55388	MCM10
55734	ZFP64	23281	KIAA0774
55742	PARVA	3611	ILK
55758	RCOR3	3866	KRT15
55758	RCOR3	22981	KIAA0980
55758	RCOR3	23199	KIAA0182
55758	RCOR3	54550	EFCBP2
55791	RIF1	26155	DKFZP564C186
55795	FLJ11305	7979	SHFM1
55813	HCA66	11007	DIPA
55816	DOK5	665	BNIP3L
55816	DOK5	11007	DIPA
55837	C14orf11	25980	C20orf4
55850	MDS032	26580	BSCL2
55861	C20orf35	10241	NDP52
55872	PBK	4591	TRIM37
55885	LMO3	1912	PHC2
55885	LMO3	2553	GABPB2
55885	LMO3	3183	HNRPC
55885	LMO3	4188	MDFI
55885	LMO3	4670	HNRPM
55885	LMO3	7965	JTV1
55885	LMO3	8861	LDB1
55885	LMO3	11007	DIPA
55885	LMO3	23099	ZNF297B
55885	LMO3	51562	MBIP
55888	ZNF167	4782	NFIC
55888	ZNF167	51282	SCAND1
55888	ZNF167	54925	ZNF434
56000	NXF3	29107	NXT1
56000	NXF3	55916	NXT2
56159	TEX11	1026	CDKN1A
56159	TEX11	1848	DUSP6
56159	TEX11	4207	MEF2B
56159	TEX11	7429	VIL1
56159	TEX11	8204	NRIP1
56159	TEX11	8379	MAD1L1
56159	TEX11	9729	KIAA0408
56159	TEX11	9883	POM121
56159	TEX11	11075	STMN2
56159	TEX11	26150	RIBC2
56159	TEX11	51375	SNX7
56159	TEX11	54550	EFCBP2
56159	TEX11	55957	F25965
56243	KIAA1217	3866	KRT15
56243	KIAA1217	8440	NCK2
56243	KIAA1217	9513	FXR2
56243	KIAA1217	10174	SCAM-1
56243	KIAA1217	56159	TEX11
56259	CTNNBL1	6696	SPP1
56302	TRPV5	2130	EWSR1
56341	HRMT1L4	56341	HRMT1L4
56474	CTPS2	51324	SPG21
56474	CTPS2	56474	CTPS2
56478	EIF4ENIF1	9470	EIF4E2
56647	BCCIP	8341	HIST1H2BN
56647	BCCIP	9349	RPL23
56648	EIF5A2	1725	DHPS
56654	NPDC1	3190	HNRPK
56654	NPDC1	4188	MDFI
56654	NPDC1	5359	PLSCR1
56658	TRIM39	7321	UBE2D1
56658	TRIM39	7323	UBE2D3
56658	TRIM39	10611	PDLIM5
56658	TRIM39	51127	TRIM17
56658	TRIM39	51619	UBE2D4
56658	TRIM39	54165	RP42
56658	TRIM39	56658	TRIM39
56673	C11orf16	2130	EWSR1
56904	SH3GLB2	4100	MAGEA1
56911	C21orf7	2874	GPS2
56915	EXOSC5	56243	KIAA1217
56949	XAB2	10450	PPIE
56952	PRTFDC1	1838	DTNB
56952	PRTFDC1	2130	EWSR1
56952	PRTFDC1	3251	HPRT1
56952	PRTFDC1	6776	STAT5A
56997	CABC1	10567	RABAC1
56998	CTNNBIP1	3728	JUP
57019	CIAPIN1	10539	TXNL2
57035	NPD014	1198	CLK3
57048	PLSCR3	5359	PLSCR1
57048	PLSCR3	9319	TRIP13
57085	AGTRAP	5090	PBX3
57085	AGTRAP	26207	PITPNC1
57085	AGTRAP	57085	AGTRAP
57088	PLSCR4	5359	PLSCR1
57088	PLSCR4	9319	TRIP13
57088	PLSCR4	30008	EFEMP2
57120	GOPC	7431	VIM
57126	PRV1	2130	EWSR1
57126	PRV1	30818	CSEN
57142	RTN4	4034	LRCH4
57142	RTN4	8775	NAPA
57142	RTN4	9363	RAB33A
57142	RTN4	9513	FXR2
57142	RTN4	10087	COL4A3BP
57142	RTN4	10313	RTN3
57142	RTN4	51324	SPG21
57144	PAK7	2275	FHL3
57144	PAK7	9260	PDLIM7
57144	PAK7	27229	76P
57325	CSRP2BP	51562	MBIP
57326	PBXIP1	7257	TSNAX
57326	PBXIP1	11007	DIPA
57326	PBXIP1	51019	CGI-116
57333	RCN3	51684	SUFU
57403	RAB22A	55198	DIP13B
57409	AD023	9146	HGS
57409	AD023	55308	DDX19L
57542	KLHDC5	29950	SERTAD1
57542	KLHDC5	29979	UBQLN1
57542	KLHDC5	57333	RCN3
57559	AMSH-LP	9319	TRIP13
57573	ZNF471	57573	ZNF471
57596	KIAA1446	1838	DTNB
57596	KIAA1446	3983	ABLIM1
57596	KIAA1446	5933	RBL1
57596	KIAA1446	5987	RFP
57596	KIAA1446	9099	USP2
57596	KIAA1446	9146	HGS
57596	KIAA1446	9729	KIAA0408
57596	KIAA1446	11170	TU3A
57596	KIAA1446	22893	BAHD1
57596	KIAA1446	26150	RIBC2
57596	KIAA1446	50619	DEF6
57596	KIAA1446	55734	ZFP64
57642	KIAA1510	56159	TEX11
57658	KIAA1536	1412	CRYBA2
57658	KIAA1536	3866	KRT15
57658	KIAA1536	8061	FOSL1
57658	KIAA1536	9265	PSCD3
57658	KIAA1536	10403	KNTC2
57707	KIAA1609	9319	TRIP13
57715	SEMA4G	9319	TRIP13
57819	LSM2	27258	LSM3
57820	CCNB1IP1	57820	CCNB1IP1
58155	PTBP2	8241	RBM10
58155	PTBP2	10241	NDP52
58490	C20orf77	27229	76P
58500	ZNF250	373	TRIM23
58500	ZNF250	1856	DVL2
58500	ZNF250	2801	GOLGA2
58500	ZNF250	7718	ZNF165
58500	ZNF250	11007	DIPA
58500	ZNF250	22981	KIAA0980
58500	ZNF250	23641	LDOC1
58500	ZNF250	29911	HOOK2
58500	ZNF250	51361	HOOK1
58500	ZNF250	57596	KIAA1446
58526	MID1IP1	51684	SUFU
58529	MYOZ1	81	ACTN4
58529	MYOZ1	87	ACTN1
58529	MYOZ1	4110	MAGEA11
58529	MYOZ1	11284	PNKP
59277	NTN4	5359	PLSCR1
59277	NTN4	54507	TSRC1
59349	KLHL12	369	ARAF
59349	KLHL12	1295	COL8A1
59349	KLHL12	1857	DVL3
59349	KLHL12	7917	BAT3
59349	KLHL12	10403	KNTC2
59349	KLHL12	11052	CPSF6
59349	KLHL12	11275	KLHL2
59349	KLHL12	23578	PEFLIN
59349	KLHL12	51534	C6orf55
59349	KLHL12	54458	DKFZp564J157
59349	KLHL12	59349	KLHL12
60313	SP192	2130	EWSR1
60313	SP192	3646	EIF3S6
60491	NIF3L1	1635	DCTD
60491	NIF3L1	1725	DHPS
60491	NIF3L1	3866	KRT15
60491	NIF3L1	4110	MAGEA11
60491	NIF3L1	5092	PCBD1
60491	NIF3L1	6271	S100A1
60491	NIF3L1	6737	TRIM21
60491	NIF3L1	7186	TRAF2
60491	NIF3L1	7431	VIM
60491	NIF3L1	8996	NOL3
60491	NIF3L1	9189	ZBED1
60491	NIF3L1	9319	TRIP13
60491	NIF3L1	10567	RABAC1
60491	NIF3L1	10982	MAPRE2
60491	NIF3L1	11007	DIPA
60491	NIF3L1	11051	CPSF5
60491	NIF3L1	11267	EAP30
60491	NIF3L1	22934	RPIA
60491	NIF3L1	27232	GNMT
60491	NIF3L1	51076	CUTC
60491	NIF3L1	55068	FLJ10094
60491	NIF3L1	56952	PRTFDC1
60491	NIF3L1	60491	NIF3L1
60493	FLJ13149	11007	DIPA
60496	AASDHPPT	4188	MDFI
60496	AASDHPPT	7186	TRAF2
60626	RIC8	29979	UBQLN1
63894	C14orf133	26276	VPS33B
63898	SH2D4A	3059	HCLS1
63898	SH2D4A	4110	MAGEA11
63898	SH2D4A	6455	SH3GL1
63898	SH2D4A	28988	DBNL
63948	DMRTB1	2130	EWSR1
63948	DMRTB1	2139	EYA2
63948	DMRTB1	3275	HRMT1L1
63948	DMRTB1	3603	IL16
63948	DMRTB1	7408	VASP
63948	DMRTB1	10174	SCAM-1
63948	DMRTB1	23543	RBM9
63948	DMRTB1	51517	NCKIPSD
63948	DMRTB1	60491	NIF3L1
64081	MAWBP	9319	TRIP13
64112	MOAP1	11007	DIPA
64112	MOAP1	28986	MAGEH1
64115	PP2135	5359	PLSCR1
64121	RRAGC	10670	RRAGA
64129	LCN7	4188	MDFI
64170	CARD9	9729	KIAA0408
64170	CARD9	11007	DIPA
64333	ARHGAP9	11030	RBPMS
64376	ZNFN1A5	11007	DIPA
64376	ZNFN1A5	23641	LDOC1
64376	ZNFN1A5	64376	ZNFN1A5
64396	GMCL1L	2577	GAGE5
64396	GMCL1L	26749	GAGE8
64400	FTS	1488	CTBP2
64400	FTS	29911	HOOK2
64430	C14orf135	2203	FBP1
64745	FLJ20859	4188	MDFI
64769	FLJ11730	9513	FXR2
64769	FLJ11730	11007	DIPA
64770	CCDC14	4110	MAGEA11
64773	C20orf81	5359	PLSCR1
64777	FLJ22318	2130	EWSR1
65057	ACD	25913	POT1
65220	FLJ13052	10539	TXNL2
65989	EGFL9	5359	PLSCR1
65989	EGFL9	54507	TSRC1
65997	RASL11B	2130	EWSR1
66036	MTMR9	2130	EWSR1
66036	MTMR9	11117	EMILIN1
66036	MTMR9	51324	SPG21
66036	MTMR9	55613	MTMR8
66036	MTMR9	66036	MTMR9
78990	OTUB2	4110	MAGEA11
78994	MGC3121	23468	CBX5
79002	MGC2803	6626	SNRPA
79004	CUEDC2	2130	EWSR1
79005	SCNM1	4175	MCM6
79005	SCNM1	11007	DIPA
79025	MGC5356	9260	PDLIM7
79025	MGC5356	10241	NDP52
79025	MGC5356	10534	SSSCA1
79025	MGC5356	11007	DIPA
79027	ZNF655	4110	MAGEA11
79027	ZNF655	4591	TRIM37
79027	ZNF655	9319	TRIP13
79027	ZNF655	23281	KIAA0774
79027	ZNF655	55726	C12orf11
79036	MGC2749	2130	EWSR1
79036	MGC2749	3887	KRTHB1
79036	MGC2749	7168	TPM1
79036	MGC2749	7170	TPM3
79036	MGC2749	7597	ZNF46
79036	MGC2749	8676	STX11
79036	MGC2749	9513	FXR2
79036	MGC2749	10445	MCRS1
79036	MGC2749	23265	EXOC7
79036	MGC2749	27342	RABGEF1
79036	MGC2749	51224	TCEB3B
79036	MGC2749	55233	MOBK1B
79036	MGC2749	55813	HCA66
79036	MGC2749	55885	LMO3
79036	MGC2749	55906	KIAA1166
79036	MGC2749	60491	NIF3L1
79050	MGC3162	3866	KRT15
79050	MGC3162	5359	PLSCR1
79050	MGC3162	7431	VIM
79050	MGC3162	9802	DAZAP2
79050	MGC3162	10534	SSSCA1
79050	MGC3162	22978	NT5C2
79050	MGC3162	54550	EFCBP2
79077	XTP3TPA	55093	FLJ10204
79077	XTP3TPA	60491	NIF3L1
79077	XTP3TPA	79077	XTP3TPA
79088	ZNF426	4188	MDFI
79088	ZNF426	9404	LPXN
79088	ZNF426	10241	NDP52
79088	ZNF426	11007	DIPA
79088	ZNF426	22981	KIAA0980
79088	ZNF426	30008	EFEMP2
79090	MGC2650	3198	HOXA1
79090	MGC2650	10278	EFS
79090	MGC2650	10534	SSSCA1
79090	MGC2650	25788	RAD54B
79090	MGC2650	27095	TRAPPC3
79092	CARD14	9319	TRIP13
79095	C9orf16	54474	KRT20
79096	MGC4707	22899	ARHGEF15
79098	SARG	9456	HOMER1
79109	MAPKAP1	11135	CDC42EP1
79132	LGP2	163	AP2B1
79156	PLEKHF1	7138	TNNT1
79156	PLEKHF1	26128	KIAA1279
79169	C1orf35	27111	SDCBP2
79169	C1orf35	55145	THAP1
79171	MGC10433	2275	FHL3
79171	MGC10433	3190	HNRPK
79172	MGC11266	54550	EFCBP2
79173	MGC11271	373	TRIM23
79173	MGC11271	862	RUNX1T1
79173	MGC11271	2130	EWSR1
79173	MGC11271	2874	GPS2
79173	MGC11271	7414	VCL
79173	MGC11271	7965	JTV1
79173	MGC11271	23578	PEFLIN
79173	MGC11271	51138	COPS4
79173	MGC11271	55684	C9orf86
79173	MGC11271	79173	MGC11271
79184	CXorf53	10302	SNAPC5
79446	MGC4645	10197	PSME3
79571	GCC1	11007	DIPA
79571	GCC1	22981	KIAA0980
79571	GCC1	23650	TRIM29
79571	GCC1	51421	AMOTL2
79571	GCC1	56243	KIAA1217
79576	NKAP	55145	THAP1
79594	FLJ12875	10513	APPBP2
79637	ARMC7	11052	CPSF6
79656	FLJ11588	9099	USP2
79656	FLJ11588	9402	GRAP2
79656	FLJ11588	56998	CTNNBIP1
79666	PLEKHF2	1831	TSC22D3
79666	PLEKHF2	2752	GLUL
79666	PLEKHF2	2810	SFN
79666	PLEKHF2	4149	MAX
79666	PLEKHF2	4841	NONO
79666	PLEKHF2	5573	PRKAR1A
79666	PLEKHF2	5635	PRPSAP1
79666	PLEKHF2	6252	RTN1
79666	PLEKHF2	8436	SDPR
79666	PLEKHF2	10127	ZNF263
79666	PLEKHF2	10313	RTN3
79666	PLEKHF2	10567	RABAC1
79666	PLEKHF2	11007	DIPA
79666	PLEKHF2	25876	C20orf28
79666	PLEKHF2	26258	PLDN
79666	PLEKHF2	26511	CHIC2
79666	PLEKHF2	27232	GNMT
79666	PLEKHF2	51562	MBIP
79666	PLEKHF2	57142	RTN4
79666	PLEKHF2	60313	SP192
79666	PLEKHF2	65264	FLJ13855
79696	C14orf140	3866	KRT15
79696	C14orf140	10241	NDP52
79696	C14orf140	11007	DIPA
79696	C14orf140	54474	KRT20
79706	PRKRIP1	4110	MAGEA11
79723	SUV39H2	2130	EWSR1
79734	KCTD17	358	AQP1
79734	KCTD17	5682	PSMA1
79734	KCTD17	8576	STK16
79734	KCTD17	27229	76P
79734	KCTD17	60491	NIF3L1
79734	KCTD17	79734	KCTD17
79735	TBC1D17	1032	CDKN2D
79735	TBC1D17	10133	OPTN
79753	SNIP1	1856	DVL2
79754	ASB13	9319	TRIP13
79754	ASB13	55662	HIF1AN
79797	ZNF408	1857	DVL3
79797	ZNF408	4188	MDFI
79797	ZNF408	10241	NDP52
79797	ZNF408	10656	KHDRBS3
79797	ZNF408	23641	LDOC1
79797	ZNF408	55145	THAP1
79800	ALS2CR8	55885	LMO3
79817	MOBKL2B	22978	NT5C2
79831	FLJ13798	5833	PCYT2
79833	GEMIN6	79760	GEMIN7
79843	FLJ22746	4188	MDFI
79843	FLJ22746	4591	TRIM37
79843	FLJ22746	7205	TRIP6
79843	FLJ22746	11007	DIPA
79843	FLJ22746	30008	EFEMP2
79856	SNX22	1857	DVL3
79869	FLJ12529	1856	DVL2
79869	FLJ12529	2130	EWSR1
79869	FLJ12529	3275	HRMT1L1
79869	FLJ12529	8440	NCK2
79869	FLJ12529	10174	SCAM-1
79869	FLJ12529	11051	CPSF5
79869	FLJ12529	79571	GCC1
79870	BAALC	4188	MDFI
79873	FLJ22494	1635	DCTD
79873	FLJ22494	1725	DHPS
79873	FLJ22494	1854	DUT
79873	FLJ22494	2752	GLUL
79873	FLJ22494	3866	KRT15
79873	FLJ22494	4591	TRIM37
79873	FLJ22494	5092	PCBD1
79873	FLJ22494	5866	RAB3IL1
79873	FLJ22494	7186	TRAF2
79873	FLJ22494	8436	SDPR
79873	FLJ22494	9189	ZBED1
79873	FLJ22494	10197	PSME3
79873	FLJ22494	10567	RABAC1
79873	FLJ22494	10606	PAICS
79873	FLJ22494	10656	KHDRBS3
79873	FLJ22494	22978	NT5C2
79873	FLJ22494	23199	KIAA0182
79873	FLJ22494	27232	GNMT
79873	FLJ22494	51074	MMRP19
79873	FLJ22494	51076	CUTC
79873	FLJ22494	51171	DHRS10
79873	FLJ22494	51389	RWDD1
79873	FLJ22494	65220	FLJ13052
79873	FLJ22494	79036	MGC2749
79873	FLJ22494	79734	KCTD17
79876	UBE1DC1	327	APEH
79876	UBE1DC1	11345	GABARAPL2
79882	FLJ11806	23265	EXOC7
79882	FLJ11806	54474	KRT20
79892	C10orf119	1649	DDIT3
79959	C18orf9	1635	DCTD
79959	C18orf9	2670	GFAP
79959	C18orf9	4110	MAGEA11
79959	C18orf9	6297	SALL2
79959	C18orf9	8812	CCNK
79959	C18orf9	10606	PAICS
79959	C18orf9	26128	KIAA1279
79991	OBFC1	27229	76P
80019	UBTD1	56658	TRIM39
80022	MYO15B	2670	GFAP
80022	MYO15B	10534	SSSCA1
80022	MYO15B	23650	TRIM29
80022	MYO15B	25788	RAD54B
80022	MYO15B	55191	NADSYN1
80028	FBXL18	5359	PLSCR1
80028	FBXL18	10241	NDP52
80125	FLJ32855	1856	DVL2
80125	FLJ32855	5359	PLSCR1
80125	FLJ32855	7186	TRAF2
80125	FLJ32855	9146	HGS
80125	FLJ32855	9513	FXR2
80125	FLJ32855	10241	NDP52
80125	FLJ32855	10534	SSSCA1
80125	FLJ32855	10656	KHDRBS3
80125	FLJ32855	10919	BAT8
80125	FLJ32855	11007	DIPA
80125	FLJ32855	22981	KIAA0980
80125	FLJ32855	25788	RAD54B
80125	FLJ32855	27316	RBMX
80125	FLJ32855	29911	HOOK2
80125	FLJ32855	54550	EFCBP2
80125	FLJ32855	79036	MGC2749
80149	MCPIP	10010	TANK
80149	MCPIP	51327	ERAF
80199	FLJ22688	79363	MGC10731
80254	Cep63	51562	MBIP
80254	Cep63	79036	MGC2749
80256	KIAA1539	11007	DIPA
80306	MED28	4110	MAGEA11
80306	MED28	59349	KLHL12
80308	PP591	373	TRIM23
80308	PP591	56952	PRTFDC1
80308	PP591	80308	PP591
80318	GKAP1	9146	HGS
80318	GKAP1	9513	FXR2
80321	Cep70	7704	ZBTB16
80321	Cep70	8204	NRIP1
80321	Cep70	10813	UTP14A
80321	Cep70	11007	DIPA
80321	Cep70	11143	MYST2
80321	Cep70	23650	TRIM29
80321	Cep70	51224	TCEB3B
80321	Cep70	55388	MCM10
80321	Cep70	55758	RCOR3
80321	Cep70	79088	ZNF426
80321	Cep70	79576	NKAP
80321	Cep70	79797	ZNF408
80345	ZNF435	55663	FLJ20626
80347	COASY	54474	KRT20
80705	TSGA10	23650	TRIM29
80726	KIAA1683	805	CALM2
80726	KIAA1683	810	CALML3
80726	KIAA1683	5359	PLSCR1
80726	KIAA1683	7205	TRIP6
80764	THAP7	4188	MDFI
80764	THAP7	6418	SET
80764	THAP7	7186	TRAF2
80764	THAP7	10919	BAT8
80764	THAP7	11007	DIPA
80817	KIAA1712	5601	MAPK9
80817	KIAA1712	9025	RNF8
80817	KIAA1712	10445	MCRS1
80817	KIAA1712	51225	ABI3
80817	KIAA1712	58500	ZNF250
80851	KIAA1720	22981	KIAA0980
81029	WNT5B	10513	APPBP2
81488	GRINL1A	1054	CEBPG
81488	GRINL1A	55145	THAP1
81565	NDEL1	4110	MAGEA11
81565	NDEL1	51562	MBIP
81576	MGC10471	7186	TRAF2
81576	MGC10471	7572	ZNF24
81576	MGC10471	7718	ZNF165
81576	MGC10471	22981	KIAA0980
81608	FIP1L1	10898	CPSF4
81618	ITM2C	9616	RNF7
81628	TSC22D4	1164	CKS2
81628	TSC22D4	3983	ABLIM1
81628	TSC22D4	4085	MAD2L1
81628	TSC22D4	5300	PIN1
81628	TSC22D4	5682	PSMA1
81628	TSC22D4	6303	SAT
81628	TSC22D4	8697	CDC23
81628	TSC22D4	8812	CCNK
81628	TSC22D4	8851	CDK5R1
81628	TSC22D4	9513	FXR2
81628	TSC22D4	10399	GNB2L1
81628	TSC22D4	10588	MTHFS
81628	TSC22D4	26003	GORASP2
81628	TSC22D4	29959	NRBP
81628	TSC22D4	51157	ZNF580
81628	TSC22D4	51364	ZMYND10
81628	TSC22D4	51760	LOC51760
81628	TSC22D4	55011	FLJ20643
81628	TSC22D4	56159	TEX11
81628	TSC22D4	60491	NIF3L1
81628	TSC22D4	79050	MGC3162
81628	TSC22D4	80125	FLJ32855
81631	MAP1LC3B	79036	MGC2749
81875	FLJ12671	2009	EML1
81888	HT036	56159	TEX11
81932	HDHD3	9319	TRIP13
83459	DKFZP761H1710	9802	DAZAP2
83461	CDCA3	7186	TRAF2
83461	CDCA3	58190	CTDSP1
83463	MXD3	4110	MAGEA11
83637	DKFZp761I2123	5300	PIN1
83637	DKFZp761I2123	6297	SALL2
83638	Bles03	7458	WBSCR1
83640	MGC2560	5359	PLSCR1
83640	MGC2560	11030	RBPMS
83640	MGC2560	27316	RBMX
83658	DNCL2A	1780	DNCI1
83707	MGC11134	7186	TRAF2
83746	L3MBTL2	10254	STAM2
83746	L3MBTL2	55274	PHF10
83746	L3MBTL2	64769	FLJ11730
83755	KRTAP4-12	293	SLC25A6
83755	KRTAP4-12	358	AQP1
83755	KRTAP4-12	1271	CNTFR
83755	KRTAP4-12	1295	COL8A1
83755	KRTAP4-12	1407	CRY1
83755	KRTAP4-12	1468	SLC25A10
83755	KRTAP4-12	3087	HHEX
83755	KRTAP4-12	3198	HOXA1
83755	KRTAP4-12	3219	HOXB9
83755	KRTAP4-12	3609	ILF3
83755	KRTAP4-12	4184	MCSP
83755	KRTAP4-12	4223	MEOX2
83755	KRTAP4-12	5013	OTX1
83755	KRTAP4-12	5159	PDGFRB
83755	KRTAP4-12	5211	PFKL
83755	KRTAP4-12	5359	PLSCR1
83755	KRTAP4-12	6234	RPS28
83755	KRTAP4-12	6687	SPG7
83755	KRTAP4-12	6890	TAP1
83755	KRTAP4-12	7704	ZBTB16
83755	KRTAP4-12	7718	ZNF165
83755	KRTAP4-12	8812	CCNK
83755	KRTAP4-12	8940	TOP3B
83755	KRTAP4-12	9075	CLDN2
83755	KRTAP4-12	9140	APG12L
83755	KRTAP4-12	9402	GRAP2
83755	KRTAP4-12	9470	EIF4E2
83755	KRTAP4-12	9721	KIAA0514
83755	KRTAP4-12	10253	SPRY2
83755	KRTAP4-12	10539	TXNL2
83755	KRTAP4-12	11135	CDC42EP1
83755	KRTAP4-12	11170	TU3A
83755	KRTAP4-12	11284	PNKP
83755	KRTAP4-12	22822	PHLDA1
83755	KRTAP4-12	22893	BAHD1
83755	KRTAP4-12	23475	QPRT
83755	KRTAP4-12	26505	CNNM3
83755	KRTAP4-12	26511	CHIC2
83755	KRTAP4-12	27332	ZNF638
83755	KRTAP4-12	51073	MRPL4
83755	KRTAP4-12	51224	TCEB3B
83755	KRTAP4-12	51545	ZNF581
83755	KRTAP4-12	54458	DKFZp564J157
83755	KRTAP4-12	54461	FBXW5
83755	KRTAP4-12	54507	TSRC1
83755	KRTAP4-12	54927	CHCHD3
83755	KRTAP4-12	56654	NPDC1
83755	KRTAP4-12	56906	THAP10
83755	KRTAP4-12	57088	PLSCR4
83755	KRTAP4-12	58500	ZNF250
83755	KRTAP4-12	65989	EGFL9
83755	KRTAP4-12	79027	ZNF655
83755	KRTAP4-12	79088	ZNF426
83755	KRTAP4-12	79797	ZNF408
83755	KRTAP4-12	79873	FLJ22494
83755	KRTAP4-12	80028	FBXL18
83755	KRTAP4-12	80174	DRF1
83755	KRTAP4-12	80764	THAP7
83755	KRTAP4-12	83755	KRTAP4-12
83759	RBM30	4670	HNRPM
83878	USHBP1	2189	FANCG
83878	USHBP1	3603	IL16
83878	USHBP1	3866	KRT15
83878	USHBP1	3880	KRT19
83878	USHBP1	3983	ABLIM1
83878	USHBP1	6602	SMARCD1
83878	USHBP1	8812	CCNK
83878	USHBP1	9055	PRC1
83878	USHBP1	9146	HGS
83878	USHBP1	10282	BET1
83878	USHBP1	10403	KNTC2
83878	USHBP1	11067	C10orf10
83878	USHBP1	11170	TU3A
83878	USHBP1	23265	EXOC7
83878	USHBP1	26086	GPSM1
83878	USHBP1	26150	RIBC2
83878	USHBP1	27229	76P
83878	USHBP1	29946	SERTAD3
83878	USHBP1	51138	COPS4
83878	USHBP1	57542	KLHDC5
83878	USHBP1	79050	MGC3162
83878	USHBP1	79571	GCC1
83878	USHBP1	80125	FLJ32855
83878	USHBP1	80254	Cep63
83878	USHBP1	80306	MED28
83878	USHBP1	83878	USHBP1
83897	KRTAP3-2	9319	TRIP13
83897	KRTAP3-2	83755	KRTAP4-12
84056	KATNAL1	10063	COX17
84062	DTNBP1	896	CCND3
84062	DTNBP1	23647	ARFIP2
84062	DTNBP1	51225	ABI3
84067	DKFZP566M1046	6252	RTN1
84067	DKFZP566M1046	10313	RTN3
84067	DKFZP566M1046	10567	RABAC1
84076	DKFZP434L1717	4782	NFIC
84078	KBTBD7	642	BLMH
84080	C16orf48	1856	DVL2
84080	C16orf48	4188	MDFI
84080	C16orf48	5359	PLSCR1
84080	C16orf48	7186	TRAF2
84080	C16orf48	9260	PDLIM7
84080	C16orf48	10241	NDP52
84080	C16orf48	11007	DIPA
84080	C16orf48	11030	RBPMS
84080	C16orf48	57596	KIAA1446
84080	C16orf48	80321	Cep70
84080	C16orf48	81628	TSC22D4
84171	LOXL4	9319	TRIP13
84191	FLJ22875	9391	WDR39
84219	WDR24	10513	APPBP2
84224	AE2	2130	EWSR1
84232	MAF1	896	CCND3
84245	MGC3207	84245	MGC3207
84260	MGC10854	3866	KRT15
84260	MGC10854	7431	VIM
84260	MGC10854	11007	DIPA
84260	MGC10854	29922	NME7
84260	MGC10854	56159	TEX11
84272	MGC11061	25844	C6orf109
84281	MGC13057	5573	PRKAR1A
84285	MGC11102	6772	STAT1
84289	ING5	4175	MCM6
84289	ING5	5108	PCM1
84289	ING5	79036	MGC2749
84296	SLD5	51659	Pfs2
84298	MGC14817	4782	NFIC
84310	MGC11257	11007	DIPA
84313	MGC10540	11267	EAP30
84313	MGC10540	51074	MMRP19
84324	CIP29	10212	DDX39
84330	MGC15716	56159	TEX11
84332	MGC16186	8382	NME5
84337	ELOF1	55322	FLJ11193
84445	LZTS2	7186	TRAF2
84445	LZTS2	11007	DIPA
84445	LZTS2	11030	RBPMS
84445	LZTS2	22981	KIAA0980
84445	LZTS2	23650	TRIM29
84445	LZTS2	51545	ZNF581
84445	LZTS2	57144	PAK7
84457	PHYHIPL	5152	PDE9A
84498	KIAA1838	7186	TRAF2
84516	MGC3248	22981	KIAA0980
84527	ZNF559	4188	MDFI
84528	PEPP-2	1366	CLDN7
84528	PEPP-2	1856	DVL2
84528	PEPP-2	2130	EWSR1
84528	PEPP-2	5307	PITX1
84528	PEPP-2	8812	CCNK
84528	PEPP-2	8985	PLOD3
84528	PEPP-2	9491	PSMF1
84528	PEPP-2	9802	DAZAP2
84528	PEPP-2	10169	SERF2
84528	PEPP-2	11030	RBPMS
84528	PEPP-2	11129	SFRS16
84528	PEPP-2	23543	RBM9
84528	PEPP-2	27033	TZFP
84528	PEPP-2	30008	EFEMP2
84528	PEPP-2	54033	RBM11
84528	PEPP-2	54472	TOLLIP
84528	PEPP-2	55698	FLJ10324
84528	PEPP-2	55813	HCA66
84528	PEPP-2	79094	MGC4504
84528	PEPP-2	83640	MGC2560
84528	PEPP-2	84313	MGC10540
84528	PEPP-2	84445	LZTS2
84528	PEPP-2	84528	PEPP-2
84628	NTNG2	2130	EWSR1
84661	LOC84661	9070	ASH2L
84661	LOC84661	9129	PRPF3
